Id,Predicted
5895,0.5643982043817454
5172,0.6245040931990524
6207,0.5499043676534843
7122,0.34642958095132204
7067,0.5681021769683114
6173,0.6274681691418995
6705,0.5184994987589312
5889,0.6307470358681737
5036,0.5380010798270569
6142,0.6979791410581838
6938,0.516163363211485
5932,0.5185428472610331
5398,0.6333302687712251
6855,0.7168627047403476
6632,0.6185687745416002
5358,0.44105525212347224
5674,0.6983950670108808
5384,0.7244740461348336
5589,0.5036559224199271
5042,0.7145162227326567
6095,0.553153338189588
7049,0.5147952043745077
6075,0.4388852969767556
6878,0.5772653204910047
5790,0.5247044521004621
5532,0.5304598058794753
6118,0.5955218596325262
6442,0.5947217475213026
6554,0.666265218801203
5973,0.67746933870722
5043,0.6697612007675708
7195,0.5223310676655705
6746,0.5356847072247769
6793,0.4475544069659717
5940,0.49844199913634907
5584,0.6510869014870236
5669,0.549629427983768
7286,0.5274655198655379
5992,0.5271286609095445
6278,0.5551483022597604
6196,0.5276895985375054
6052,0.5219261521508474
5354,0.5430303943908724
6076,0.5503075472419805
5134,0.5245949555980752
6147,0.48099430627361384
6237,0.2332117473622382
5245,0.6779686861942901
5582,0.7609966587875935
6508,0.49837857026333
4968,0.5058337030227814
6571,0.5989391501632653
5419,0.5114049826069603
6377,0.558699574262669
6562,0.5562501619437717
6913,0.6652864581990924
6014,0.7316206014524398
5556,0.5001865992454759
6346,0.5502073246931664
6310,0.5394748314173173
6763,0.3887493217753403
7051,0.708323981268207
5117,0.5346203966163039
6338,0.48296878041238595
5719,0.5539510163990822
7181,0.5495461846340945
7264,0.5496714614898193
5343,0.5358107912228779
7277,0.5541436555564221
6468,0.5622229201458059
7037,0.5445199562414216
5782,0.5456093257760762
5930,0.5310028264771426
6791,0.7138661401738952
5332,0.5672925415948671
5491,0.7359954443458603
7129,0.672948766370913
6948,0.5603618582601237
6962,0.6988148472352733
6766,0.5372358050399096
7172,0.5730934514471842
5501,0.7198376128402454
6234,0.5564880988624328
6450,0.6380831103673054
5823,0.7727154676350553
5334,0.5500176401472163
6821,0.7782586776551255
5760,0.6229562470007087
6168,0.7111579629576691
5644,0.6180629793476651
6255,0.5790470632069235
6660,0.53789689686348
5991,0.32544673096548027
5656,0.5289419694187699
6322,0.5371402243459732
6877,0.7181782682319328
4986,0.7807495610449772
5638,0.49380977727704134
5206,0.5369601812086082
5369,0.6948919441328462
5643,0.5506170217853262
5862,0.6210178222386973
6934,0.7251145206031896
7119,0.551454927312937
5124,0.542756608119066
4989,0.5121335556771294
6028,0.5419522982176752
5486,0.5181219371013336
5338,0.3624324719433091
6239,0.5054882256881755
5287,0.700233386015788
6320,0.5267992695463775
5815,0.555832905990308
5154,0.55072219086782
6490,0.522711687851539
5942,0.6442310215374681
7085,0.5260812022985475
6959,0.36933597542841307
5086,0.562778203889718
6758,0.7055565513584293
5377,0.5139890328682902
6612,0.6901396831104473
5447,0.3125906370076421
6727,0.5286829710523651
7147,0.5208917086869617
5158,0.6671997136081634
5147,0.5923175534766356
5015,0.5257951387530937
5346,0.5327152022773022
6415,0.6705289395114498
4990,0.5629939119862974
6641,0.5227974932374904
7187,0.6483225323812801
5799,0.5252662043542098
7110,0.6701624982564167
5313,0.5485138230950375
7087,0.5595468267805782
5616,0.7226715714133615
6357,0.6335256598661817
5865,0.5126746659592963
5027,0.5445021560634024
5420,0.5414820067398954
6235,0.6164905352583072
5977,0.6208733278950793
6851,0.3414324067394286
5531,0.7149660519753308
6824,0.3752150916657886
6386,0.6093639453040015
5207,0.6130675407965442
6887,0.7236928811442451
5051,0.6240209275601801
6502,0.6286772471828104
4962,0.6356117449491071
6552,0.7095065199160626
6044,0.5352036778438416
5906,0.5419124281644658
5561,0.5511783865068091
7115,0.6070996837411343
6605,0.5523258348143038
7250,0.5592015352611335
6875,0.5212795916674982
5773,0.518561608044185
5365,0.4035230189353656
6010,0.5166924647707466
6399,0.5669793858286052
6748,0.4825919481099922
6088,0.5256516792621619
7255,0.5561687989804975
6861,0.53482935253984
5318,0.7006058244111849
5682,0.5028419493586433
7201,0.5265623826558633
6254,0.5021909773773081
7072,0.565756663058016
6312,0.7187326446561504
5241,0.5099443027474345
5953,0.5616701574698216
5072,0.5677132600065496
6970,0.4923004929774994
5774,0.5832021517444135
5382,0.5573982140549122
5469,0.5218562698308891
5772,0.6896404033384438
5527,0.5696234005381449
5169,0.6370130218024127
5526,0.6441430552955721
5931,0.5200327141481981
5731,0.5220292005104936
5651,0.726818533730696
5569,0.6001432297794984
6402,0.5025624214884734
6753,0.5307287331253883
5585,0.673251857838875
7046,0.6069019064806079
6486,0.65175737066685
5893,0.5052837005168099
5868,0.6930046574277136
5281,0.5188113444914371
7100,0.5272000496909836
6866,0.5243144037085808
6436,0.518861104439617
5784,0.5224857735283174
5174,0.5509462837125793
6350,0.504423713983389
5063,0.3657609708523657
6249,0.7057723185197817
5808,0.5561636236428312
6984,0.7022067794716464
6922,0.5668846433269983
5367,0.5641235397475144
6625,0.5298218857365299
5963,0.5491206909477381
6534,0.48949692103984066
6730,0.5233855727125997
6054,0.6881997803794502
7295,0.5459741930721356
5878,0.6366027819363973
6655,0.6127736502813337
5956,0.5371871683085938
6926,0.6976130930514064
5140,0.6326064668563909
5520,0.6470759345765894
5110,0.7186065475355696
5681,0.7183414661949077
5698,0.5518483153283972
5210,0.5484455625133786
6059,0.512359884238061
6569,0.5289650808893069
5428,0.6416644387868907
7230,0.7299153978361075
7221,0.6887291405572055
5005,0.5402669867896837
6464,0.5411184565435743
5034,0.6510377935787077
5304,0.5349951492706306
6871,0.7198943239207968
6956,0.5435999526414336
6495,0.5769349049295774
5363,0.3492420905013807
5634,0.6288352344121289
5850,0.5456093257760762
6857,0.809138631085223
7035,0.5743809343031967
7253,0.563439064101398
6544,0.6381137788148953
7202,0.7052178069899001
5683,0.6966095276093165
7167,0.5257018459188123
6055,0.5212811403939552
7199,0.7774102585401025
5758,0.5281446580670658
5718,0.6447572855794718
5229,0.6758115729951554
5236,0.5506835792734833
5360,0.794646861016811
6755,0.513643047101254
6819,0.5439411914413035
5041,0.6388006974291307
6104,0.5495445081660622
6643,0.576371150868045
6083,0.554087702222061
5293,0.657060223962086
7088,0.5586998146522748
7001,0.5728929647539073
5779,0.5367644716738873
6607,0.6307772222674121
5103,0.7904623529462487
6215,0.5441637986382818
7096,0.5337736106077869
5039,0.6873735920669576
6136,0.49422628637720123
6078,0.5552593035500968
6037,0.653659140342033
6113,0.5371016593716509
5976,0.4793014521310281
7139,0.7961019471002004
5046,0.6117910721798654
5451,0.533868840616899
6856,0.5035635139489016
5253,0.584258690047129
6695,0.6950645541453032
6621,0.7795154398083254
6435,0.530379240595647
5389,0.5392762613343142
6872,0.4422536744295904
6908,0.6720772965350922
6942,0.7136304512781881
6665,0.6442820879331445
6541,0.5423483194361247
6688,0.4986819428841545
5368,0.5630470941855151
6923,0.5658097683361958
6313,0.6973550980491193
5270,0.5575951860040649
5446,0.5490413671052655
5817,0.3123702250396767
7209,0.5188912499890541
6568,0.5365486624555846
6682,0.3297843488468928
5699,0.5562993503404754
7292,0.6285171493837975
5214,0.5157575977670725
6437,0.5840875344209843
5320,0.5083432241975571
7164,0.5420272263471069
5221,0.5222214884326442
5856,0.30803478859375155
6353,0.5429307785684362
6677,0.5973642321213516
6242,0.48654808041352027
5061,0.5013107296160337
6868,0.5410500133915257
6097,0.7043947198419644
7050,0.532690152189284
7171,0.5712959024178181
7200,0.549054840465025
6969,0.7108339486355421
7219,0.5708166393364785
7242,0.5534912731229203
6852,0.5956156470283496
5830,0.6463576936703459
6790,0.6189173116816811
5265,0.5672925415948671
6007,0.5355308885920086
7279,0.5284535874615368
5463,0.5145124792321359
6355,0.49953720830000375
6675,0.5115504184621117
5620,0.547885052198213
4988,0.5220213195925179
5765,0.519783666753173
7091,0.5660278173032036
5933,0.7110888837071174
6470,0.6401903830549543
5841,0.7140698854332022
6574,0.53052115732197
5525,0.7031388439715999
5435,0.5306910333475238
7168,0.6597493244272203
5909,0.584073808804128
6859,0.519249362010936
6539,0.5479969886686729
5226,0.50035529132618
5260,0.5064901344720566
6553,0.621019387256111
6633,0.5552769510400003
7151,0.5595388357990673
5665,0.6350429748707758
6932,0.6058212216456178
7294,0.5608087983320413
6321,0.5441815991965285
6469,0.5417693318006522
5614,0.5333491490169977
4967,0.4496731965412754
